text,label
What was the food of the Greek gods called ?,1
What does camera-ready art mean ?,1
How many seats does the Batmobile sport ?,1
How many cards are dealt to each player in Gin Rummy ?,1
What happened to Phillip Taylor Kramer ?,1
What Erica Jong novel deals with Isadora Wing 's fear ?,1
What time of year do most people fly ?,1
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,1
What is the origin of the Christmas tree ?,1
When is the Thai New Year ?,1
What four tournaments make up tennis ' Grand Slam ?,1
What 1964 film introduced the song My Kind of Town ?,1
Who recorded the 1957 hit Tammy ?,1
What is the term for the side of the mountain that faces the prevailing winds ?,1
"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?",1
What does caliente translate to in English ?,1
Who is Mia Farrow 's mother ?,1
How do you determine if a computer monitor has an SVGA adapter ?,1
How far can a human eye see ?,1
What time of year has the most air travel ?,1
What does the term `` spaghetti western '' mean ?,1
When was the G7 group of nations formed ?,1
What are differences between 1980 and 1990 ?,1
What baseball player was walked the most times ?,1
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,1
What were the first frozen foods ?,1
Why is Indiglo called Indiglo ?,1
What is the word for love of pain or abuse ?,1
When did they canonize the Bible ?,1
Who was the only president to serve two nonconsecutive terms ?,1
What percentage of all world tornados touch down in the US ?,1
What labor leader was last seen in the parking lot of a Michigan restaurant ?,1
When did the Carolingian period begin ?,1
What motto ended Merrie Melodies cartoons ?,1
Who reports the weather on the `` Good Morning America '' television show ?,1
How many emperors were there in the Roman Empire ?,1
What was the name of `` The Muppets '' creator ?,1
What is Cabarnet Sauvignon ?,1
What is a virtual IP address ?,1
What 's the name of the tiger that advertises for Frosted Flakes cereal ?,1
"Who sent the brief message `` I came , I saw , I conquered '' ?",1
What color is Mr. Spock 's blood ?,1
What U.S. Air Force general led the first bombing raid over Tokyo ?,1
What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?,1
"What was the name of the first Watergate special prosecutor , later fired by Nixon ?",1
How do movie blues screens work ?,1
How does the speed the magnet spins in a generator affect the output of the generator ?,1
What 's the supreme policy-making bureau of the Soviet Communist Party ?,1
What was the Vietnam War ?,1
What is La Nina ?,1
Why did the Globe Theatre burn down ?,1
On what day were John F and Jackie Kennedy married ?,1
"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",1
What is meant by blood SED rate ?,1
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,1
Who won a Pulitzer Prize for his novel The Caine Mutiny ?,1
What 's the best way to lose the flab under your chin and around your face ?,1
Where is your corpus callosum ?,1
"What Broadway musical featured the song , `` If I were a rich man ? ''",1
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,1
Why is the development of space so important ?,1
What is the nursery rhyme Rock-a-by Baby about ?,1
"When Superman needs to get away from it all , where does he go ?",1
How old is singer Freedy Johnston ?,1
What is the origin of gametophytic tissue ?,1
What does Aaron mean ?,1
What is a fear of hair ?,1
What is the name of the pop singer whose song became the theme song for a brand of catsup ?,1
What is a conifer ?,1
Who claimed to be the world 's most perfectly-developed man ?,1
What is different about the red and black fox ?,1
What is e-commerce ?,1
How do I tie a tie ?,1
Where can I get cotton textiles importer details ?,1
When did Spain and Korea start ambassadorial relations ?,1
What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,1
What is chromatology ?,1
How many grooves are on a dime 's edge ?,1
How was the ACLU formed ?,1
What are the most albums sold by one artist or band ?,1
The second most popular sport worldwide is what ?,1
What do goldfish lose if kept in dimly-lit or running water ?,1
What canal does the Thatcher Ferry Bridge span ?,1
What American won the world Grand Prix driving championship in 1978 ?,1
What are the chances of pregnacy if the penis does not penetrate the vagina ?,1
What 's the highest hand in straight poker ?,1
Where can I find a lesson plan for teaching the metric system conversion to American standard ?,1
What is the name of Kevin Costner 's movie about Sioux Indians ?,1
"What are Kythnos , Siphnos , Seriphos and Mykonos ?",1
Name a female figure skater .,1
Why are there no white lines on pro footballs ?,1
How long would it take for a $ savings bond to mature ?,1
How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,1
What did the Congress of Vienna establish ?,1
What is the average cost for four years of medical school ?,1
What harmful chemicals are in bug spray ?,1
How many spears are there on Kenya 's flag ?,1
What did Mighty Mouse always sing as he went into action ?,1
Where did George of the Jungle live ?,1
How did Bob Marley die ?,1
What 's men 's par on a 455-yard golf hole ?,1
What percentage of American men are alcoholic ?,1
"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",1
"In South Korea , how many American Soldiers are there ?",1
Who portrayed Carl Bernstein in All the President 's Men ?,1
What are the numbers that fit into Fermont 's last theorem ?,1
Who was Tiny Tim 's father ?,1
What does a heliologist study ?,1
Who was Bonnie Blue Butler 's father ?,1
"What shampoo prevents eczema , seborrhea , and psoriasis ?",1
How many Americans have HIV ?,1
Where do I find information for foreclosure properties on the Internet ?,1
Who is the Antichrist ?,1
What was the first English play written exclusively for children ?,1
Which Latin American country is the largest ?,1
What was the former residence of Scottish kings in Edinburgh ?,1
How many teats does a female goat sport ?,1
How tall is kilamanjaro ?,1
Who was the lawyer who represented Randy Steven Craft ?,1
What country buys 25 percent of the world 's tea exports ?,1
What country is the origin of the band the Creeps ?,1
What did the crocodile swallow in Peter Pan ?,1
What is the origin of the word `` mushroom '' ?,1
Which of the following celebrities was not born in Philadelphia ?,1
What is the number of American soldiers deployed to South Korea ?,1
Where is the biggest bell ?,1
What is the brand name of the chemical daminozide ?,1
How do microwaves work ?,1
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,1
What is the estimated total U.S. whitetail deer population ?,1
Who wrote the Farmer 's Almanac ?,1
"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",1
What number is at 12 o 'clock on a dartboard ?,1
Which team won the Super Bowl in 1968 ?,1
What is the recommended daily requirement for folic acid for pregnant women ?,1
What film dramatized the Scopes monkey trial ?,1
CNN is owned by whom ?,1
What country offered Albert Einstein its presidency in 1952 ?,1
What is the HIGHEST Roman numeral ?,1
"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",1
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,1
How is digital audio used ?,1
What is AFS ?,1
Who was Quetzalcoatl ?,1
What operating system do IBM-compatible machines use ?,1
What French leader sold Louisiana to the United States ?,1
"What bay sparkles next to Miami , Florida ?",1
How many miles of veins are in the circulatory system ?,1
What famed river flows through Bagdad ?,1
How is bubble wrap made ?,1
What is Java ?,1
Who is the prime minister of Japan ?,1
What player squats an average of 3 times during a baseball doubleheader ?,1
What 's the most common name in nursery rhymes ?,1
How many `` No '' answers was the What 's My Line ? panel allowed ?,1
What is the fine for having a dog on a beach ?,1
"Who wrote the book , `` Song of Solomon '' ?",1
"Where can one find information on religion and health , the brain and nutrition ?",1
Name the Ranger who was always after Yogi Bear .,1
What TV show did John Sebastian sing the theme for ?,1
Who is the president of the Spanish government ?,1
Who holds the career record for the most major league home runs ?,1
Which of the following actors worked in New York 's Yiddish Theater ?,1
Who invented the stethoscope ?,1
What is a mathematical factor ?,1
How many four star generals were there and who are they ?,1
When did Nixon die ?,1
What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,1
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,1
How many members are in the California congressional delegation ?,1
What erupts every hour at Yellowstone National Park ?,1
What country contains the highest point in South America ?,1
What are Arnold Palmer 's fans called ?,1
Who retired with 755 home runs to his credit ?,1
What constellation represents a hunter with club and shield ?,1
Who developed potlatch ?,1
How long did Shea and Gould practice law in Los Angeles ?,1
What 's a perfect score in a gymnastics exercise ?,1
"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?",1
What made Jane Goodall famous ?,1
At what age did Rossini stop writing opera ?,1
What Russian seaport has a name meaning `` Lord of the East '' ?,1
Name the two actress daughters of John Mills .,1
How old was Gene Siskel ?,1
What can be done about snoring ?,1
What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,1
Who is the actress Bette Davis once said she wished she looked like ?,1
Who portrayed The Cowardly Lion in The Wizard of Oz ?,1
What does a chiropodist treat ?,1
What is porphyria ?,1
What gate opened on East and West Berlin ?,1
Who was the first king of England ?,1
What made the Finger Lakes in western New York state ?,1
In what movie is the number nine found in the title ?,1
How many calories are there in soy sauce ?,1
Who killed Kurt Cobain ?,1
Who created the monster in Mary Shelley 's novel Frankenstein ?,1
What 's the farthest planet from the sun ?,1
Why does the sun shine only a short time in Alaska ?,1
What chemical in red wine is good for the heart and what exactly does it do to your body ?,1
How does blood clot ?,1
How big is our galaxy in diameter ?,1
"What product `` doubles your pleasure , doubles your fun '' ?",1
When is a woman most fertile ?,1
What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,1
Who was the first man to return to space ?,1
What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?,1
Who gave Abbie Hoffman his first dose of LSD ?,1
What effect does friction have on perpetual motion ?,1
What did the Seven Dwarfs do for a living ?,1
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,1
Who shot Billy the Kid ?,1
What is he doing now ?,1
What Mormon leader was said to have had 27 wives ?,1
What video format was an alternative to VHS ?,1
Where did the term `` 69 '' come from ?,1
What is money made of ?,1
What 's the name of a hotel in Indianapolis ?,1
How many people in Tucson ?,1
Where is Melbourne ?,1
With whom did Bush compare Saddam Hussein ?,1
What country was Mikhail Gorbachev the leader of ?,1
"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",1
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,1
What is the largest county in size in Massachusetts ?,1
What is the name of the brilliant British economist behind its creation ?,1
Who played Sally Rogers on The Dick Van Dyke Show ?,1
What is it like to experience a near death episode ?,1
What mythical figure carries an hourglass and a scythe ?,1
How much is a Canadian 1967 twenty dollar gold coin worth ?,1
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,1
What natural attractions draw the most visitors in the United States ?,1
What presidential administration challenged Americans to explore The New Frontier ?,1
How many years did Sleeping Beauty sleep ?,1
How long does it take for your body to restore blood after you donate your blood ?,1
How do I know someone is truly in love with me ?,1
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,1
What is literary criticism ?,1
How do you throw a housewarming party ?,1
What international sport was originally called hurley ?,1
What river runs through Liverpool ?,1
What famous British actor lost his voice after an operation in 1966 ?,1
What does the term 3 mean to a newspaper editor ?,1
What company makes impulse hardening equipment ?,1
What country was Kim Philby really working for ?,1
What does Freddy Freeman say to become Captain Marvel Jr. ?,1
What country was Hitler the chancellor of ?,1
What is Rona Barrett 's married name ?,1
How many years make up a lustrum ?,1
What are close encounters of the first and second kind ?,1
Who is the mathematician that won the Noble Prize for Literature in 1950 ?,1
Which glamorous actress is a close friend of Dick Tracy ?,1
What 1956 Grace Metalious novel was on the best-seller list for two years ?,1
Name the three races unleashed by the Celestials in Marvel comics .,1
How old is the Italian artist Maurizio Pellegrin ?,1
"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",1
What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,1
What North American city would you visit to see Cleopatra 's Needle ?,1
When was the NFL established ?,1
Where can I find an Ask An Expert site ?,1
What writer-journalist made his mark describing colorful Broadway and underworld characters ?,1
What U.S. state has the lowest highest elevation at 6 feet ?,1
What are the residents of the island of Lesbos called ?,1
What is the organizational structure of the New Delhi Indira Gandhi airport ?,1
"At Christmas time , what is the traditional thing to do under the mistletoe ?",1
What baseball great plugged Mr. Coffee ?,1
What international amateur sports spectacle was first telecast in 1956 ?,1
What is the origin of the word `` amen '' ?,1
Who 's baby was Sweet Pea on the Popeye cartoon ?,1
Where is Mile High Stadium ?,1
"What were Baffin , Frobisher and Franklin looking for ?",1
What is limbo ?,1
What city contains the district of Hell 's Kitchen ?,1
What interesting method was used to run the credits in the early Popeye cartoons ?,1
What are the stars made of ?,1
"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",1
"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",1
How fast must a spacecraft travel to escape Earth 's gravity ?,1
What apostle is Taylor Caldwell 's Great Lion of God ?,1
How many rings are there on a five-zone archery target ?,1
"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",1
"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",1
What is a tonne ?,1
Which one of the Great Lakes is entirely within U.S. territory ?,1
What is DEET ?,1
What company sells the most greeting cards ?,1
What U.S. state has sagebrush as its state flower ?,1
What is the Bernoulli Principle ?,1
What 's comic strip photographer Peter Parker 's secret identity ?,1
What is difference between a poster and a print ?,1
In which sport is there a `` scrum '' ?,1
What are the best ways to improve employee morale at low cost ?,1
What nationality is Pope John Paul II ?,1
What is false consciousness ?,1
How did the Great Depression affect Japan 's history ?,1
Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,1
Where are some great educational resources for parents and teachers ?,1
How many Israeli athletes were killed at the Munich Olympics ?,1
What is the Scotch `` for people who know the difference '' ?,1
When was Richard Nixon born ?,1
What New York City landmark has 168 steps to its crown ?,1
Where is the Bulls basketball team based ?,1
What is the recomended age to switch a child from a crib to a bed ?,1
Which Rockefeller was sometimes called `` JDR3 '' ?,1
When is the Sun closest to the Earth ?,1
What are some chemical properties of mendelevium ?,1
What is the average hours per months spent online by AOL users ?,1
Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,1
What is the origin of the word `` sideburns '' ?,1
The trials resulting from World War II are known as what ?,1
What started in 1849 when gold was discovered at Sutter 's Mill ?,1
What is a First World country ?,1
Who was Shakespeare 's Moorish general ?,1
What 's the second-highest mountain in the world ?,1
What country was Erich Honecker the leader of ?,1
How does salt melt ice and snow ?,1
"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",1
What does laser stand for ?,1
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,1
Where did Wile E. Coyote always get his devices ?,1
How far away is the moon ?,1
What famous film and TV cowboy lent his name to a fast food chain ?,1
What is mandibulofacial dysostosis ?,1
What was the reason for the partition of the Anglican and Vatican churches ?,1
What is Butterfield 8 in Butterfield 8 ?,1
Who famously rode to warn the people of Massachusetts that the British were coming ?,1
What is DTMF ?,1
"Name a movie that the actress , Sandra Bullock , had a role in .",1
"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",1
Who commanded the French forces at the Battle of Orleans ?,1
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,1
What countries does the Mont Blanc Tunnel join ?,1
What ill-fated craft was captained by Ernst Lehmann ?,1
When did Amtrak begin operations ?,1
How many bones are in the human hand ?,1
How many chemical elements are there ?,1
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,1
What are the three most populated countries in the world ?,1
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,1
"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",1
What is the youngest age a boy or girl can have an orgasm ?,1
What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,1
What is the origin of the candy cane at Christmas ?,1
What is the brand name of a chemical used to control ripening ?,1
What terror of the sea did Johnny Horton sing about ?,1
What is the largest office block in the world ?,1
Who turned all he touched to gold ?,1
What is the medical term for cancer of the blood ?,1
Who plays shortstop for Charlie Brown 's baseball team ?,1
What country did the Romans call Hibernia ?,1
Who was the most famous food editor of The New York Times ?,1
How many dogs pull a sled in the Iditarod ?,1
What 's a male witch called ?,1
How long does cocaine stay in your system ?,1
What two countries fought the Hundred Years ' War ?,1
Who was the last U.S. president to reinstate Selective Service registration ?,1
"On which dates does the running of the bulls occur in Pamplona , Spain ?",1
What was the name of the lawyer who represented Randy Steven Craft ?,1
What happens to used motor oil ?,1
What is the most commonly used 1 letter word in the English language ?,1
What actress 's autobiography is titled Shelley : Also Known as Shirley ?,1
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,1
How did the 7th inning stretch get started ?,1
Who lived on the shores of the Gitchee Gumee River ?,1
What did Tristan come back as ?,1
What country will hit the year 2 first ?,1
What colors make up a rainbow ?,1
What war did Johnny Reb and Billy Yank fight ?,1
Who is section manager for guidance and control systems at JPL ?,1
What is Goldfinger 's first name ?,1
What square is the geographical center of London ?,1
Which of the following famous people does not paint as a hobby ?,1
What is the most populated city in the world ?,1
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,1
What is the cost of the drugs used in tuberculosis treatments ?,1
What does JESSICA mean ?,1
What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,1
Ray Charles is best known for playing what instrument ?,1
Where did Victor Hugo spend his exile ?,1
"What was Nine Tailors , the television show from 1974 , about ?",1
How does the Elongated Man know a mystery is afoot ?,1
What food of the three bears did Goldilocks eat ?,1
What is Boston Kreme ?,1
Who should I call to get a tour of the New York Stock Exchange ?,1
How many airline schools are there in the U.S. ?,1
"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",1
What is a swatch ?,1
What does Ouija mean ?,1
How many major Nazi leaders went on trial after the war at Nuremberg ?,1
What kind of fish is a coney ?,1
What state did Helen Keller call home ?,1
What was the name of the director of the movie `` Jaws '' ?,1
What steps can be taken to prevent diabetes ?,1
What were the first words spoken on a film sound track ?,1
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,1
What country 's royal house is Bourbon-Parma ?,1
What film was Jude Law in ?,1
Who portrayed W.C. Fields in the film W.C. Fields and Me ?,1
What were the ceremony traditions like during the Elizabethian times ?,1
Which college did Dikembe Mutombo play basketball at ?,1
What is a fear of going to bed ?,1
Where did the saying `` rule of thumb '' come from ?,1
Why does sound travel quicker through water than air ?,1
How much money does the Sultan of Brunei have ?,1
What country would you visit to ski in the Dolomites ?,1
What month 's third weekend is the Monterey Jazz Festival held on ?,1
What is the `` Global Economy '' ?,1
Who built the first successful stern wheel steamboat ?,1
What is a caul ?,1
Who was Hitler 's minister of propaganda ?,1
Who was the first doctor to successfully transplant a liver ?,1
What does the theory of quantum leaps mean in simpler terms ?,1
What is a bone marrow transplant ?,1
What is the difference between a classical and an acoustic guitar ?,1
What African capital is named for a U.S. president ?,1
What is the name of a language spoken by the Sioux ?,1
What Mediterranean island is home to the first Club Med ?,1
What does an edentulous smile lack ?,1
What is a fear of jealousy ?,1
Where can you find the Venus flytrap ?,1
What is the largest sculpture in the world ?,1
When was John D. Rockefeller born ?,1
What building built in 18 contains 327 miles of book shelves ?,1
What is home banking ?,1
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,1
Who was the lawyer for Randy Steven Craft ?,1
How do hermit crabs reproduce ?,1
Who is reputed to be the greatest maker of violins ?,1
How do you stop junk snail mail ?,1
What future Soviet dictator was training to be a priest when he got turned on to Marxism ?,1
How long does James Bond like his eggs boiled ?,1
What U.S. city 's skyline boasts the Gateway Arch ?,1
Where is Belize located ?,1
What 's the common name for a Japanese dwarf tree ?,1
What did Thomas Paine write ?,1
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?,1
Who was the first jockey to ride two Triple Crown winners ?,1
What Lewis Carroll book introduced Humpty Dumpty to the world ?,1
Who wrote Brave New World ?,1
What state does Charles Robb represent ?,1
What is hydroelectricity ?,1
How many people are taller than 7 feet ?,1
Who wrote Unsafe at Any Speed ?,1
How many islands make up Antigua ?,1
How does an abacus work ?,1
What causes rust ?,1
What is the fear of the computer called ?,1
What is a technique popularly used to detect birth defects ?,1
"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?",1
What British commander surrendered to George Washington at Yorktown in 1781 ?,1
"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?",1
"Who created the World Wide Web , WWW ?",1
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,1
What is the name of the president of Garmat U.S.A ?,1
"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?",1
Who were leaders of the Byzantine empire ?,1
Who was the first President to appoint a woman to head a cabinet ?,1
What is splatterpunk ?,1
What is the orgin of xoxoxox ?,1
Who built the first pyramid ?,1
What southeast Asian country has the Wang River joining the Ping River at Tak ?,1
"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",1
What color tennis balls are used at Wimbledon ?,1
What is a 2-sided object called ?,1
Name a French fascist party .,1
Name the French historical period during the reign of Napoleon III .,1
What movie has made the most money ?,1
What is time ?,1
How many states have a lottery ?,1
"What is the name of the largest city in Chile , South America ?",1
What are you caught in if a haboob blows up ?,1
What ratio of children of ages between two and eleven watch ` The Simpsons ' ?,1
How many cities are there in Utah ?,1
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,1
How many visitors go to the Vatican each year ?,1
What is the population of Mexico ?,1
How do you get silly putty out of fabric ?,1
What is the best online games site ?,1
Why is the word `` abbreviation '' so long ?,1
What century did art 's Romantic Period begin in ?,1
How many spaces follow a period at the end of a sentence ?,1
What is a cake of soap ?,1
In what year was the Berlin Wall erected ?,1
What is the weight of a teaspoon of matter in a black hole ?,1
What is the approximate weight of a teaspoon of matter in a black hole ?,1
What does MSG stand for ?,1
On what avenue is the original Saks department store located ?,1
Where does the song Anything Goes take place ?,1
Where was the first zoo in the U.S. ?,1
How far is Yaroslavl from Moscow ?,1
What is April 's gemstone ?,1
What is the present Pope named ?,1
Who is the nebbish that is Marvel 's official mascot ?,1
What powdered soft drink mix went into space ?,1
What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?,1
What is one of the languages spoken by the Sioux called ?,1
How many bytes are in a terabyte ?,1
Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?,1
In what ways did Ivan IV support Russian expansion ?,1
Approximately how much does a teaspoon of matter weigh in a black hole ?,1
What country 's flag is field green ?,1
What sport is known for hooligans ?,1
"Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?",1
Who was Damocles ?,1
What sport was the first televised in the U.S. ?,1
Name Dondi 's adoptive grandfather .,1
When was the Congress of Vienna ?,1
What are the lyrics to `` Smelly Cat '' ?,1
How much folic acid should a pregnant woman get each day ?,1
What year was the first automobile manufactured ?,1
How many colonies did Germany get to keep after World War I ?,1
How many states have a `` lemon law '' for new automobiles ?,1
Whose biography by Maurice Zolotow is titled Shooting Star ?,1
What concerts are held in New York this week ?,1
In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?,1
What are the requirements for becoming a citizen of Australia ?,1
How old is Benny Carter ?,1
What are the top ten all-time money making NFL teams ?,1
What were hairy bank notes in the fur trade ?,1
Where can I read about Chiang Kai-shek ?,1
What is idealab ! ?,1
What country borders the most others ?,1
What does the E stand for in the equation E=mc2 ?,1
"What river runs through Colorado , Kansas , and Oklahoma ?",1
Which airplane did Fawaz Younis hijack ?,1
What is Win Rah ?,1
Why is the moon different sizes and colors ?,1
"What college enlivens Hanover , New Hampshire ?",1
What does VCR stand for ?,1
How close a cousin was Franklin D. to Theodore Roosevelt ?,1
Name a novel written by John Steinbeck .,1
Who was the first American citizen awarded the Albert Medal of the Society of Arts ?,1
What doctor is synonymous with footwear and foot care ?,1
How do boats float ?,1
"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?",1
Who founded the Unification Church ?,1
How many zeros are there in a trillion ?,1
"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",1
What are the only players eligible to score points in Roller Derby called ?,1
What are the statistics for drunken drivers in Maryland ?,1
What ill-fated American general dragged a bull terrier named Willie through World War II ?,1
What 's the score of a forfeited baseball game ?,1
Where does tuberculosis come from ?,1
Who invented the lawnmower ?,1
Where can I find lyrics for R&B ?,1
What is the name of David Letterman 's dog ?,1
What U.S. senator once played basketball for the New York Knicks ?,1
What are the titles of some R-Rated Sony Playstation games ?,1
What playing card symbolizes death ?,1
What is an urban legend ?,1
What is Li 'l Abner 's last name ?,1
How many liberty bells have there been ?,1
What two countries are separated by the Bering Strait ?,1
What is Smartnet ?,1
What is a synonym for aspartame ?,1
Jackson Pollock is of what nationality ?,1
"What are vermicilli , rigati , zitoni , and tubetti ?",1
"Name the product that is `` at your grocer 's , at your fingertips . ''",1
"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?",1
How many Russians have landed on the moon ?,1
Which thrilled taste buds first - Snickers or 3 Musketeers ?,1
What animal do buffalo wings come from ?,1
What is the purpose of the SysRq key on my computer keyboard ?,1
When was Franklin D. Roosevelt stricken with polio ?,1
How do you find out what is allowed to claim as a contibution for income tax purposes ?,1
How do you build a solar car for a high school experiment ?,1
Where on the Internet can I get chemicals importers ?,1
What was the first country to put a second woman in space ?,1
"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?",1
What is the feudal system ?,1
Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?,1
What 's the geographic term for the submerged fringe of a continent ?,1
"What prison is found in Ossining , New York ?",1
What country has declared one-fifth of its territory off-limits to Russians ?,1
What is the main application of sodium hydrosulfite ?,1
Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?,1
What are the components of polyester ?,1
What product features a frog that says `` dig 'em '' ?,1
Who is the director of intergovernmental affairs for the San Diego county ?,1
What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?,1
What is the longest river in the United States ?,1
What does the channel ESPN stand for ?,1
What river is Windsor Castle on ?,1
What is the best brand for a laptop computer ?,1
"Where is Natchitoches , Louisiana ?",1
What do pointed letters mean to a handwriting analyst ?,1
What political party is Sinn Fein a part of ?,1
What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?,1
What is the name of a Greek god ?,1
What 's the capital of Taiwan ?,1
What did Englishman John Hawkins begin selling to New World colonists in 1562 ?,1
What is the starting salary for beginning lawyers ?,1
What was the man 's name who was killed in a duel with Aaron Burr ?,1
What did Louis Cartier invent for aviator Santos Dumont in 1940 ?,1
What will the California gas tax be in the year 2000 ?,1
What city is served by Tempelhol Airport ?,1
Who directed the first Woody Woodpecker cartoon ?,1
CNN is an acronym for what ?,1
What is the origin of the name Igor ?,1
What was the first Gilbert and Sullivan opera ?,1
"What two historical figures , who fought each other in a famous battle , each have a food named after them ?",1
Where in the United States do people live the longest ?,1
What country in 1998 had the most suicides regardless of population size ?,1
What is the price for tuberculosis drugs ?,1
What was the first minimum wage ?,1
What is the difference between a college and a university ?,1
What substance did Joseph Priestley name for its ability to erase pencil marks ?,1
What are the limits to `` self-defense ? '',1
How can I get my product licensed by the NBA ?,1
What fast food is prepared with a `` secret blend of 11 herbs and spices ? '',1
What effect does a prism have on light ?,1
How many people lived in Nebraska in the mid 1900s ?,1
What is software piracy ?,1
What year was Janet Jackson 's first album released ?,1
How do you calculate the change in enthalpy of a chemical reaction ?,1
Name of heroine in `` Scruples '' ?,1
How many movies has Drew Barrymore been in ?,1
What TV character sired a horse named Thunder ?,1
What are some children 's rights ?,1
What is the name of the planet that the Ewoks live on ?,1
What baseball player was known as Charley Hustle ?,1
Who killed Lee Harvey Oswald ?,1
What 's the symbol for the zodiacal sign Gemini ?,1
Who was Red Grange ?,1
What hockey team did Wayne Gretzky play for ?,1
What series of trials followed World War II ?,1
What Ivy League school plays its home games at Palmer Stadium ?,1
Who invented the fax machine ?,1
How wide is the Atlantic Ocean ?,1
How is the element strontium purified ?,1
What was the eighth day following the Nones in each month of the Roman calendar called ?,1
Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?,1
What singer 's theme song was When the Moon Comes over the Mountain ?,1
How did Peabody and Sherman travel through time ?,1
Who was Santos-Dumont ?,1
How many meters are in a mile ?,1
What is a fear of money ?,1
About how many soldiers died in World War II ?,1
Who is Rocky 's and Bullwinkle 's ever-lost friend ?,1
Who is Robin Williams ?,1
